"age","job","marital","education","balance","loan","contact","day","month","poutcome","y"
25,"admin.","single","tertiary",220,"no","cellular",26,"may","unknown","no"
41,"admin.","married","secondary",920,"yes","unknown",27,"may","unknown","no"
37,"admin.","married","secondary",7,"no","cellular",27,"may","other","no"
36,"admin.","divorced","secondary",-37,"no","unknown",27,"may","unknown","no"
33,"admin.","married","secondary",220,"no","unknown",27,"may","unknown","no"
32,"admin.","single","secondary",1649,"no","cellular",27,"may","unknown","no"
27,"admin.","married","secondary",186,"no","unknown",27,"may","unknown","no"
26,"admin.","married","secondary",0,"no","unknown",27,"may","unknown","no"
25,"admin.","single","tertiary",760,"no","cellular",27,"may","failure","yes"
48,"admin.","single","secondary",1150,"no","unknown",28,"may","unknown","no"
42,"admin.","married","secondary",214,"no","unknown",28,"may","unknown","no"
41,"admin.","divorced","secondary",-365,"no","unknown",28,"may","unknown","no"
37,"admin.","married","secondary",1123,"yes","unknown",28,"may","unknown","no"
37,"admin.","married","secondary",-107,"no","unknown",28,"may","unknown","no"
31,"admin.","single","secondary",1306,"no","unknown",28,"may","unknown","no"
31,"admin.","single","secondary",-449,"no","unknown",28,"may","unknown","no"
25,"admin.","single","secondary",4590,"no","unknown",28,"may","unknown","no"
25,"admin.","married","secondary",894,"no","unknown",28,"may","unknown","no"
56,"admin.","married","secondary",1504,"no","unknown",29,"may","unknown","no"
26,"admin.","single","tertiary",3672,"no","unknown",29,"may","unknown","no"
41,"admin.","married","secondary",8238,"yes","unknown",30,"may","unknown","no"
41,"admin.","married","secondary",4539,"no","unknown",30,"may","unknown","no"
44,"admin.","married","secondary",205,"no","cellular",3,"nov","unknown","yes"
34,"admin.","married","secondary",2374,"no","cellular",9,"nov","failure","yes"
36,"admin.","single","tertiary",980,"no","cellular",11,"nov","failure","no"
49,"admin.","married","secondary",3608,"no","unknown",13,"nov","unknown","yes"
57,"admin.","married","secondary",367,"no","telephone",16,"nov","unknown","no"
56,"admin.","married","secondary",1270,"no","cellular",17,"nov","other","no"
56,"admin.","divorced","secondary",3337,"no","telephone",17,"nov","unknown","no"
54,"admin.","married","secondary",865,"no","cellular",17,"nov","unknown","no"
50,"admin.","divorced","secondary",202,"yes","cellular",17,"nov","unknown","no"
46,"admin.","married","secondary",4958,"no","cellular",17,"nov","other","no"
40,"admin.","married","secondary",0,"yes","cellular",17,"nov","unknown","no"
37,"admin.","married","tertiary",0,"no","cellular",17,"nov","failure","no"
32,"admin.","married","secondary",0,"yes","cellular",17,"nov","failure","no"
47,"admin.","single","secondary",2540,"no","cellular",18,"nov","unknown","no"
46,"admin.","divorced","secondary",7378,"no","cellular",18,"nov","unknown","no"
38,"admin.","married","tertiary",605,"no","cellular",18,"nov","unknown","no"
36,"admin.","single","secondary",1927,"no","cellular",18,"nov","other","no"
34,"admin.","single","secondary",10,"yes","cellular",18,"nov","failure","no"
33,"admin.","divorced","secondary",661,"no","cellular",18,"nov","other","no"
31,"admin.","married","secondary",0,"yes","cellular",18,"nov","unknown","no"
56,"admin.","married","secondary",0,"no","telephone",19,"nov","unknown","no"
42,"admin.","married","secondary",529,"yes","cellular",19,"nov","unknown","no"
36,"admin.","married","unknown",2323,"no","cellular",19,"nov","unknown","no"
34,"admin.","married","tertiary",899,"no","telephone",19,"nov","success","no"
33,"admin.","married","secondary",353,"no","cellular",19,"nov","unknown","no"
32,"admin.","single","tertiary",1583,"no","cellular",19,"nov","failure","no"
32,"admin.","single","secondary",10218,"no","cellular",19,"nov","unknown","no"
57,"admin.","divorced","unknown",4012,"no","cellular",20,"nov","unknown","no"
38,"admin.","single","secondary",-23,"no","cellular",20,"nov","unknown","no"
35,"admin.","married","secondary",725,"no","cellular",20,"nov","failure","no"
33,"admin.","married","secondary",4902,"no","cellular",20,"nov","unknown","no"
32,"admin.","single","secondary",739,"no","cellular",20,"nov","unknown","no"
31,"admin.","married","secondary",2304,"no","cellular",20,"nov","unknown","no"
50,"admin.","married","secondary",231,"no","cellular",21,"nov","unknown","no"
49,"admin.","single","secondary",981,"no","telephone",21,"nov","unknown","no"
49,"admin.","married","secondary",14440,"no","cellular",21,"nov","unknown","no"
46,"admin.","married","secondary",3098,"no","telephone",21,"nov","unknown","no"
43,"admin.","divorced","secondary",738,"no","cellular",21,"nov","failure","no"
41,"admin.","single","secondary",748,"no","telephone",21,"nov","other","no"
35,"admin.","divorced","secondary",3636,"yes","cellular",21,"nov","unknown","yes"
32,"admin.","single","secondary",2817,"no","cellular",21,"nov","unknown","no"
30,"admin.","single","secondary",105,"no","cellular",21,"nov","unknown","no"
45,"admin.","married","unknown",2033,"no","cellular",30,"nov","failure","no"
56,"admin.","married","secondary",16873,"no","cellular",7,"oct","unknown","no"
34,"admin.","married","secondary",247,"no","cellular",8,"oct","unknown","yes"
57,"admin.","married","secondary",3927,"no","cellular",13,"oct","unknown","no"
27,"admin.","married","secondary",132,"no","cellular",13,"oct","unknown","no"
53,"admin.","married","secondary",459,"no","cellular",14,"oct","success","no"
34,"admin.","married","tertiary",35,"no","cellular",15,"oct","failure","no"
51,"admin.","married","secondary",423,"yes","cellular",16,"oct","unknown","no"
47,"admin.","married","secondary",3676,"no","cellular",18,"oct","success","yes"
30,"admin.","single","tertiary",261,"no","cellular",19,"oct","failure","no"
45,"admin.","married","secondary",5346,"yes","unknown",21,"oct","unknown","yes"
42,"admin.","single","secondary",-247,"yes","telephone",21,"oct","other","yes"
33,"admin.","married","tertiary",79,"no","cellular",22,"oct","failure","yes"
55,"admin.","married","secondary",865,"no","cellular",27,"oct","failure","no"
45,"admin.","divorced","secondary",0,"no","cellular",29,"oct","unknown","yes"
39,"admin.","married","secondary",179,"no","unknown",6,"sep","unknown","no"
26,"admin.","single","secondary",3529,"yes","cellular",7,"sep","unknown","no"
55,"admin.","married","secondary",0,"no","cellular",23,"sep","success","no"
34,"admin.","married","tertiary",2552,"yes","cellular",25,"sep","unknown","no"
28,"admin.","single","unknown",174,"no","cellular",28,"sep","unknown","no"
29,"admin.","single","tertiary",14,"no","cellular",29,"sep","failure","no"
33,"blue-collar","married","secondary",3576,"no","cellular",2,"apr","other","no"
24,"blue-collar","married","secondary",-220,"no","cellular",2,"apr","unknown","no"
55,"blue-collar","divorced","secondary",1613,"no","cellular",3,"apr","failure","yes"
53,"blue-collar","married","primary",53,"no","cellular",7,"apr","failure","no"
50,"blue-collar","married","secondary",2320,"no","cellular",7,"apr","unknown","no"
33,"blue-collar","single","secondary",706,"no","cellular",7,"apr","failure","no"
32,"blue-collar","married","secondary",759,"no","cellular",9,"apr","unknown","yes"
38,"blue-collar","married","secondary",1663,"no","cellular",13,"apr","failure","no"
37,"blue-collar","married","unknown",897,"no","cellular",13,"apr","failure","no"
59,"blue-collar","married","secondary",681,"no","telephone",14,"apr","unknown","no"
58,"blue-collar","married","secondary",0,"yes","cellular",14,"apr","unknown","no"
39,"blue-collar","married","primary",7685,"no","cellular",14,"apr","unknown","no"
31,"blue-collar","single","secondary",609,"no","cellular",14,"apr","failure","no"
48,"blue-collar","married","secondary",1738,"no","cellular",15,"apr","unknown","no"
36,"blue-collar","married","primary",1177,"no","cellular",15,"apr","success","yes"
35,"blue-collar","married","secondary",444,"no","cellular",15,"apr","unknown","no"
54,"blue-collar","married","secondary",0,"no","telephone",16,"apr","failure","no"
49,"blue-collar","married","primary",1019,"no","cellular",16,"apr","unknown","no"
48,"blue-collar","married","secondary",741,"no","cellular",16,"apr","unknown","no"
43,"blue-collar","married","primary",2519,"no","cellular",16,"apr","other","no"
38,"blue-collar","married","primary",290,"no","cellular",16,"apr","unknown","no"
35,"blue-collar","single","secondary",0,"no","cellular",16,"apr","other","yes"
35,"blue-collar","single","secondary",0,"no","cellular",16,"apr","unknown","no"
33,"blue-collar","married","primary",1209,"no","cellular",16,"apr","unknown","no"
32,"blue-collar","married","secondary",-53,"no","cellular",16,"apr","other","yes"
30,"blue-collar","single","secondary",445,"no","cellular",16,"apr","failure","no"
27,"blue-collar","married","secondary",2171,"no","cellular",16,"apr","other","no"
23,"blue-collar","married","primary",1158,"no","cellular",16,"apr","unknown","no"
57,"blue-collar","married","primary",93,"no","telephone",17,"apr","unknown","no"
50,"blue-collar","married","secondary",181,"no","cellular",17,"apr","unknown","no"
50,"blue-collar","married","primary",12519,"no","cellular",17,"apr","success","no"
48,"blue-collar","married","secondary",1143,"no","cellular",17,"apr","failure","no"
47,"blue-collar","married","secondary",1203,"no","cellular",17,"apr","unknown","no"
45,"blue-collar","married","primary",61,"no","cellular",17,"apr","unknown","no"
44,"blue-collar","married","secondary",788,"no","cellular",17,"apr","unknown","no"
40,"blue-collar","married","secondary",4795,"no","cellular",17,"apr","unknown","no"
38,"blue-collar","single","secondary",13156,"no","cellular",17,"apr","failure","no"
37,"blue-collar","married","secondary",346,"no","cellular",17,"apr","failure","no"
35,"blue-collar","married","secondary",603,"no","cellular",17,"apr","unknown","no"
35,"blue-collar","married","primary",793,"no","cellular",17,"apr","unknown","no"
33,"blue-collar","single","secondary",3975,"yes","cellular",17,"apr","other","no"
33,"blue-collar","married","secondary",26,"no","cellular",17,"apr","other","no"
32,"blue-collar","married","secondary",9,"no","cellular",17,"apr","unknown","no"
31,"blue-collar","married","primary",99,"no","cellular",17,"apr","other","no"
29,"blue-collar","single","secondary",770,"no","cellular",17,"apr","unknown","no"
28,"blue-collar","single","secondary",1065,"yes","cellular",17,"apr","failure","no"
27,"blue-collar","married","secondary",872,"no","cellular",17,"apr","unknown","no"
24,"blue-collar","married","secondary",204,"yes","cellular",17,"apr","unknown","no"
50,"blue-collar","married","primary",3924,"no","cellular",20,"apr","unknown","no"
46,"blue-collar","married","primary",2904,"no","cellular",20,"apr","unknown","no"
44,"blue-collar","married","secondary",508,"no","cellular",20,"apr","failure","no"
42,"blue-collar","married","primary",1156,"no","telephone",20,"apr","unknown","no"
41,"blue-collar","married","secondary",1334,"no","cellular",20,"apr","unknown","no"
41,"blue-collar","married","primary",951,"no","cellular",20,"apr","unknown","no"
38,"blue-collar","married","secondary",1205,"no","cellular",20,"apr","failure","no"
36,"blue-collar","married","primary",1925,"no","cellular",20,"apr","unknown","yes"
35,"blue-collar","married","secondary",1257,"no","cellular",20,"apr","failure","no"
35,"blue-collar","married","secondary",407,"no","cellular",20,"apr","unknown","no"
35,"blue-collar","married","secondary",243,"no","cellular",20,"apr","unknown","no"
34,"blue-collar","married","secondary",856,"no","cellular",20,"apr","other","no"
34,"blue-collar","married","secondary",470,"yes","cellular",20,"apr","unknown","no"
34,"blue-collar","married","secondary",322,"no","cellular",20,"apr","unknown","no"
33,"blue-collar","single","primary",1,"no","cellular",20,"apr","unknown","no"
32,"blue-collar","married","secondary",1148,"no","cellular",20,"apr","unknown","no"
32,"blue-collar","married","secondary",950,"yes","cellular",20,"apr","unknown","no"
31,"blue-collar","single","primary",2488,"no","cellular",20,"apr","unknown","no"
31,"blue-collar","married","secondary",1664,"no","cellular",20,"apr","success","no"
31,"blue-collar","married","secondary",1660,"no","cellular",20,"apr","unknown","no"
24,"blue-collar","married","secondary",1222,"no","cellular",20,"apr","unknown","no"
55,"blue-collar","married","primary",3873,"no","telephone",21,"apr","unknown","no"
37,"blue-collar","divorced","secondary",0,"no","cellular",21,"apr","unknown","yes"
29,"blue-collar","single","tertiary",455,"no","telephone",21,"apr","unknown","yes"
27,"blue-collar","single","secondary",3792,"no","cellular",22,"apr","unknown","yes"
45,"blue-collar","single","secondary",0,"no","cellular",26,"apr","failure","yes"
47,"blue-collar","married","secondary",1230,"no","cellular",30,"apr","success","yes"
39,"blue-collar","married","secondary",0,"no","cellular",30,"apr","failure","no"
28,"blue-collar","married","secondary",4287,"no","cellular",30,"apr","unknown","no"
54,"blue-collar","married","unknown",191,"no","cellular",4,"aug","unknown","no"
52,"blue-collar","married","primary",1054,"no","cellular",4,"aug","unknown","no"
54,"blue-collar","married","secondary",448,"yes","cellular",5,"aug","unknown","no"
48,"blue-collar","married","primary",574,"no","cellular",5,"aug","unknown","no"
45,"blue-collar","married","primary",2433,"no","cellular",6,"aug","unknown","no"
50,"blue-collar","married","secondary",283,"no","cellular",7,"aug","unknown","no"
50,"blue-collar","married","primary",4108,"no","cellular",7,"aug","unknown","yes"
53,"blue-collar","married","primary",1868,"no","cellular",8,"aug","unknown","no"
51,"blue-collar","married","primary",872,"no","cellular",8,"aug","unknown","no"
47,"blue-collar","married","primary",233,"no","cellular",8,"aug","unknown","no"
46,"blue-collar","married","primary",222,"no","cellular",8,"aug","unknown","no"
46,"blue-collar","married","secondary",4855,"no","cellular",10,"aug","failure","no"
57,"blue-collar","married","secondary",14093,"no","cellular",11,"aug","unknown","no"
50,"blue-collar","married","primary",0,"no","cellular",11,"aug","unknown","no"
45,"blue-collar","married","secondary",115,"no","cellular",11,"aug","unknown","no"
55,"blue-collar","married","secondary",1011,"no","cellular",12,"aug","unknown","no"
56,"blue-collar","married","primary",379,"no","cellular",13,"aug","unknown","no"
55,"blue-collar","married","unknown",23,"no","cellular",13,"aug","unknown","no"
52,"blue-collar","married","primary",36,"no","cellular",13,"aug","unknown","no"
47,"blue-collar","married","primary",2642,"no","cellular",13,"aug","unknown","no"
